name,rae,spearman,kendall,r2,mae,te_mean,te_std,boltz_sp,selectivity_sp,biomech_score
nb120_huber_2_0,0.3839212333650211,0.8429638681957391,0.6702529363984203,0.792174276858688,0.34930366826060016,4.994462846876578,0.6398397620675103,0.03342031665984027,0.2766376437811455,0.15502898022049288
nb121_test_sim_weighted,0.3844173748126916,0.8409558630156725,0.6677819965078381,0.791160607510003,0.3497550734254785,4.996806775171483,0.6330517619927238,0.05117430157348626,0.24678199023824154,0.1489781459058639
nb123_mse_reference,0.38473023078333235,0.8427641161074789,0.6696989434877686,0.792869484717605,0.3500397196723771,4.997112233451842,0.6342544337210699,0.026646621214189824,0.2580684901699775,0.14235755569208366
nb116_quantile_q50,0.387092001365816,0.8413570225534113,0.6663908943630023,0.787478086910767,0.35218853316940807,5.015816871668013,0.6374543500003894,0.03390705352470021,0.2716513463660774,0.1527791999453888
nb110_scaffold_prior,0.3880010350022851,0.8406506781892423,0.6665129207935677,0.7910725659261408,0.3530156006931494,4.983180260300406,0.6261405787389159,0.034311215782647286,0.23847857575602435,0.13639489576933583
nb126_classifier_conditioned,0.39293308763417917,0.8388091596678849,0.6642493095717817,0.7872361057390524,0.3575029380078245,5.012950051625297,0.673255880925247,0.03384714471408743,0.35901572490727474,0.1964314348106811
nb148_meta_disagreement,0.3934618921157799,0.838181993804495,0.6634302892297946,0.7857002292868476,0.35798406103297425,4.950810161947507,0.6977190002184452,0.06791863636880789,0.3702966250540424,0.21910763071142517
nb115_extreme_weighted,0.3978756527389129,0.8364502647288679,0.661296570956827,0.784416807804048,0.3619998399024349,5.0187035266425175,0.6693397983984433,0.04430176547887229,0.32566065018658846,0.18498120783273037
nb101_delta_base_calib,0.4027917792321046,0.8065146497463921,0.6415731976103106,0.7409223018168387,0.36647268711292585,4.891419329714346,0.5203345988443936,0.0991101963709082,0.22196232602362137,0.16053626119726477
nb101_delta_base,0.4164074681576239,0.8093411056464566,0.6449343456567964,0.7334122423818934,0.3788606710905072,4.813434410607159,0.5073614777339751,0.0991101963709082,0.21251975507517754,0.15581497572304287
nb103_seed_propagation,0.4195601734169324,0.8059987606944116,0.6408230269801289,0.7300280651970297,0.3817291019464112,5.003766313408043,0.5912270481672688,0.0739397845776008,0.43071031473969895,0.2523250496586499
nb221_singleconc_aux,0.45452259048854327,0.8134585828334623,0.6224094244557223,0.7427437151083258,0.41353901364973034,4.421973946863093,0.7104653292421632,0.11531023875349854,0.4314096560914284,0.27335994742246345
nb179_fresh,0.4982941354862505,0.7861312437490862,0.5936402538138482,0.6817416301495884,0.4533637482681363,5.009374510621052,0.4523976021872705,0.09505963859876672,-0.27829731338316616,-0.09161883739219973
nb135_sc_neighborhood,0.506860508849655,0.7711714484931507,0.5761891386200799,0.686966061767914,0.46115770541215834,4.278297064177622,0.5958637526163082,0.08347901662798372,0.13621299164334316,0.10984600413566345
nb260_id_aware,0.5079687222417668,0.7756372296725343,0.5887219230532432,0.6353357348107804,0.4621659929707476,4.77002353247447,0.3130504546020769,0.03835328278949644,-0.6765399764204612,-0.31909334681548235
nb215_chemist_features,0.5239372533960388,0.756402649004779,0.5629078210168443,0.6358100714106198,0.4766946671470404,4.464799871653117,0.5036787198256969,0.09947262469565615,-0.14591528574191642,-0.023221330523130135
nb99_sc_bio_fp,0.5249336903721954,0.7667726199646603,0.5719014470552607,0.6597158927012753,0.47760125699077294,4.8741120738892425,0.6342307873247801,0.06749838583976155,0.0850066912986097,0.07625253856918562
grand_v6b_calib,0.5249740946803179,0.759275160872582,0.5651005553719244,0.6519683007650097,0.47763801810689305,4.759785395666696,0.6379677644676645,0.09106619194711812,0.03761855544747082,0.06434237369729448
grand_v6b,0.5280536020125111,0.7620036011324905,0.5679150400913954,0.6481303593982548,0.4804398511759898,4.753757698133588,0.610272811067368,0.09106619194711812,-0.03624367490955015,0.02741125851878399
grand_v6c,0.5280536020125111,0.7620036011324905,0.5679150400913954,0.6481303593982548,0.4804398511759898,4.753757698133588,0.610272811067368,0.09106619194711812,-0.03624367490955015,0.02741125851878399
