file,te_rae,pred_oof_rae,gap,flag
te_oof_cliff_adaptive_blend,1.1599607369251186,,,ok
te_nb276_brics,1.1922106951368203,,,ok
te_nb266_alpha030,1.211383418661082,,,ok
te_nb276_recap,1.2404202802087896,,,ok
te_nb416_boltz_iptm_only,1.265097470411846,,,ok
te_nb108_grand_v2,1.3207913653316783,,,ok
te_nb280_meta_analogy,1.3926330116261525,,,ok
te_nb722,1.4573631093056671,1.2813458488026197,-0.1760172605030476,ok
te_nb279_pocket_aware,1.625500306095608,,,ok
te_nb282_kg_hetgnn,2.231579531387836,,,ok
te_nb307_soci,3.5237397401772323,,,ok
te_nb247_hardness,3.80493225772377,,,ok
te_gp_uncertainty,4.89821111615075,,,ok
te_nb116_quantile_width,5.138389481880962,,,ok
te_nb270_top1sim,5.176068652960899,,,ok
te_nb494_alpha,5.186886461807627,,,ok
te_nb611_alpha,5.186886461807627,,,ok
te_nb612_alpha,5.186886461807627,,,ok
te_nb610_alpha,5.186886461807627,,,ok
te_nb511_alpha,5.186886461807627,,,ok
te_nb482_alpha,5.186886461807627,,,ok
te_nb521_alpha,5.186886461807627,,,ok
te_nb522_alpha,5.186886461807627,,,ok
te_nb472_alpha,5.186886461807627,,,ok
te_nb502_alpha,5.186886461807627,,,ok
te_nb510_alpha,5.186886461807627,,,ok
te_nb481_alpha,5.186886461807627,,,ok
te_nb601_alpha,5.186886461807627,,,ok
